nome,local,pasta,tamanho,extensao
PROMPT - Rubricas Capacidades Socioemocionais_d7cb4c07.md,sistema/graphify-out/converted/PROMPT - Rubricas Capacidades Socioemocionais_d7cb4c07.md,sistema/graphify-out/converted,4062,.md
AULA-08-29-09-2026.md,sistema/GESTAO_E_CONTROLE_MATERIAIS/ANALISE_DADOS_APLICADA_GESTAO/AULAS/AULA-08-29-09-2026.md,sistema/GESTAO_E_CONTROLE_MATERIAIS/ANALISE_DADOS_APLICADA_GESTAO/AULAS,4052,.md
AULA-16.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/AULAS/AULA-16.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/AULAS,4046,.md
f7e1faf07bea202def13336f86f7741937692d41e9f8a61b733ad3e6cc262ef5.json,graphify-out/cache/ast/v0.9.47-s2/f7e1faf07bea202def13336f86f7741937692d41e9f8a61b733ad3e6cc262ef5.json,graphify-out/cache/ast/v0.9.47-s2,4044,.json
a6a5351124c6760b19c91ad53448ad30e8690b7072de251a00b7d8efbb2f1adb.json,graphify-out/cache/ast/v0.9.47-s2/a6a5351124c6760b19c91ad53448ad30e8690b7072de251a00b7d8efbb2f1adb.json,graphify-out/cache/ast/v0.9.47-s2,4042,.json
ATIVIDADE-EPISODIO-01_f6023751.md,graphify-out/converted/ATIVIDADE-EPISODIO-01_f6023751.md,graphify-out/converted,4021,.md
30b4b6beaf1f085e8a461d62c6993073548bb1a553ab7bc5dc87b43e73fd592b.json,graphify-out/cache/ast/v0.9.47-s2/30b4b6beaf1f085e8a461d62c6993073548bb1a553ab7bc5dc87b43e73fd592b.json,graphify-out/cache/ast/v0.9.47-s2,4007,.json
AULA-07-29-09-2026.md,sistema/GESTAO_E_CONTROLE_MATERIAIS/ANALISE_DADOS_APLICADA_GESTAO/AULAS/AULA-07-29-09-2026.md,sistema/GESTAO_E_CONTROLE_MATERIAIS/ANALISE_DADOS_APLICADA_GESTAO/AULAS,3993,.md
6a94019aaf20294e99464bd8482b3173c1a88cfc9524decaf2eebf2eb9ab8acc.json,graphify-out/cache/ast/v0.9.47-s2/6a94019aaf20294e99464bd8482b3173c1a88cfc9524decaf2eebf2eb9ab8acc.json,graphify-out/cache/ast/v0.9.47-s2,3991,.json
937eea8236933ac98b944c14ec71f74e97be777aec322f863ed126456b506a37.json,graphify-out/cache/ast/v0.9.47-s2/937eea8236933ac98b944c14ec71f74e97be777aec322f863ed126456b506a37.json,graphify-out/cache/ast/v0.9.47-s2,3990,.json
ATIVIDADE-EPISODIO-01.md,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/substituicoes/ATIVIDADE-EPISODIO-01.md,sistema/FICHA-PRODUTO-MAIS-TECH/EXPLORACAO_CARREIRAS_INDUSTRIAIS_TECNOLOGICAS/substituicoes,3966,.md
Modelo Prova Prática CT ELETROTÉCNICA_1473c987.md,graphify-out/converted/Modelo Prova Prática CT ELETROTÉCNICA_1473c987.md,graphify-out/converted,3958,.md
Modelo Prova Prática CT ELETROTÉCNICA_574e11ca.md,graphify-out/converted/Modelo Prova Prática CT ELETROTÉCNICA_574e11ca.md,graphify-out/converted,3958,.md
Modelo Prova Prática CT ELETROTÉCNICA_7ca579bd.md,graphify-out/converted/Modelo Prova Prática CT ELETROTÉCNICA_7ca579bd.md,graphify-out/converted,3958,.md
Modelo Prova Prática CT ELETROTÉCNICA_912eef2d.md,graphify-out/converted/Modelo Prova Prática CT ELETROTÉCNICA_912eef2d.md,graphify-out/converted,3958,.md
Modelo Prova Prática CT ELETROTÉCNICA_1473c987.md,sistema/graphify-out/converted/Modelo Prova Prática CT ELETROTÉCNICA_1473c987.md,sistema/graphify-out/converted,3958,.md
Modelo Prova Prática CT ELETROTÉCNICA_7ca579bd.md,sistema/graphify-out/converted/Modelo Prova Prática CT ELETROTÉCNICA_7ca579bd.md,sistema/graphify-out/converted,3958,.md
3c6af6c61b88fb8217d3c806bfc954074b5b50b2c289a84b1e47f9f205e2dfc3.json,graphify-out/cache/ast/v0.9.47-s2/3c6af6c61b88fb8217d3c806bfc954074b5b50b2c289a84b1e47f9f205e2dfc3.json,graphify-out/cache/ast/v0.9.47-s2,3940,.json
b0ebde9d917bb62b3f24d393d6cf31d0273ea4648b10ecc6e41439e4f24c1a14.json,graphify-out/cache/ast/v0.9.47-s2/b0ebde9d917bb62b3f24d393d6cf31d0273ea4648b10ecc6e41439e4f24c1a14.json,graphify-out/cache/ast/v0.9.47-s2,3938,.json
GUIA_DA_EQUIPE_3f7e517a.md,graphify-out/converted/GUIA_DA_EQUIPE_3f7e517a.md,graphify-out/converted,3921,.md
GUIA_DA_EQUIPE_4120c294.md,graphify-out/converted/GUIA_DA_EQUIPE_4120c294.md,graphify-out/converted,3921,.md
GUIA_DA_EQUIPE_5f353b71.md,graphify-out/converted/GUIA_DA_EQUIPE_5f353b71.md,graphify-out/converted,3921,.md
ad4f0ec9b237b13141dff1de855f932c3b4d2f3bbe3ef30caecf088c4cbaec00.json,graphify-out/cache/ast/v0.9.47-s2/ad4f0ec9b237b13141dff1de855f932c3b4d2f3bbe3ef30caecf088c4cbaec00.json,graphify-out/cache/ast/v0.9.47-s2,3899,.json
pendencias.js,sistema/pendencias.js,sistema,3886,.js
55aa9166ffc60ddae5a9a50142873b4161fbd2095030c9122fe1c3ce2184b9c3.json,graphify-out/cache/ast/v0.9.47-s2/55aa9166ffc60ddae5a9a50142873b4161fbd2095030c9122fe1c3ce2184b9c3.json,graphify-out/cache/ast/v0.9.47-s2,3883,.json
criar_aulas.py,sistema/GESTAO_E_CONTROLE_MATERIAIS/ANALISE_DADOS_APLICADA_GESTAO/AULAS/criar_aulas.py,sistema/GESTAO_E_CONTROLE_MATERIAIS/ANALISE_DADOS_APLICADA_GESTAO/AULAS,3875,.py
004_testar_resend.sql,E-MAIL-SENAI/scripts/004_testar_resend.sql,E-MAIL-SENAI/scripts,3868,.sql
0d4a271377ae48ee6c91bc3d7865416281d777e461d9293b75719a2c9f53ff8f.json,graphify-out/cache/ast/v0.9.47-s2/0d4a271377ae48ee6c91bc3d7865416281d777e461d9293b75719a2c9f53ff8f.json,graphify-out/cache/ast/v0.9.47-s2,3863,.json
AULA-10.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/AULAS/AULA-10.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/AULAS,3863,.md
GRAPH_REPORT.md,sistema/PENDENCIAS-PROFESSOR/graphify-out/GRAPH_REPORT.md,sistema/PENDENCIAS-PROFESSOR/graphify-out,3851,.md
4a1c5f39036da5e9beaa8c4fe0075c738d2a8d84effb356f8faedeecd02f528e.json,graphify-out/cache/ast/v0.9.47-s2/4a1c5f39036da5e9beaa8c4fe0075c738d2a8d84effb356f8faedeecd02f528e.json,graphify-out/cache/ast/v0.9.47-s2,3840,.json
0ff727cb7eb0d02c8bbdbbc2ca3df0ab1c7eccbd3c2ede98e6145e7fdd7134da.json,graphify-out/cache/ast/v0.9.47-s2/0ff727cb7eb0d02c8bbdbbc2ca3df0ab1c7eccbd3c2ede98e6145e7fdd7134da.json,graphify-out/cache/ast/v0.9.47-s2,3826,.json
AULA 04-09-10-2026.md,sistema/TECNICO-INFORMATICA-INTERNET/TESTES DE FRONTEND/AULAS/AULA 04-09-10-2026.md,sistema/TECNICO-INFORMATICA-INTERNET/TESTES DE FRONTEND/AULAS,3819,.md
README.md,E-MAIL-SENAI/README.md,E-MAIL-SENAI,3806,.md
AULA-11-06-10-2026.md,sistema/GESTAO_E_CONTROLE_MATERIAIS/ANALISE_DADOS_APLICADA_GESTAO/AULAS/AULA-11-06-10-2026.md,sistema/GESTAO_E_CONTROLE_MATERIAIS/ANALISE_DADOS_APLICADA_GESTAO/AULAS,3790,.md
ementa_Reforco_Matematica_Raciocinio_Logico.md,sistema/FICHA-PRODUTO-MAIS-TECH/REFORCO_MATEMATICA_E_RACIOCINIO_LOGICO/ementa_Reforco_Matematica_Raciocinio_Logico.md,sistema/FICHA-PRODUTO-MAIS-TECH/REFORCO_MATEMATICA_E_RACIOCINIO_LOGICO,3785,.md
fb39c082d4e3753eed6b6635bc1ce3416eb23c33fc92716c08e138fe699dcaa4.json,graphify-out/cache/ast/v0.9.47-s2/fb39c082d4e3753eed6b6635bc1ce3416eb23c33fc92716c08e138fe699dcaa4.json,graphify-out/cache/ast/v0.9.47-s2,3784,.json
fba5b52c17079c1d2ad2459783e6463f15cefd8ec4cadb1626e098c37e1d144a.json,graphify-out/cache/ast/v0.9.47-s2/fba5b52c17079c1d2ad2459783e6463f15cefd8ec4cadb1626e098c37e1d144a.json,graphify-out/cache/ast/v0.9.47-s2,3780,.json
54738e6bad7335904ffcaae08ea1cbfd858e2b62377d9b95ce2791fe4e94ed3b.json,graphify-out/cache/ast/v0.9.47-s2/54738e6bad7335904ffcaae08ea1cbfd858e2b62377d9b95ce2791fe4e94ed3b.json,graphify-out/cache/ast/v0.9.47-s2,3750,.json
AULA-10-01-10-2026.md,sistema/GESTAO_E_CONTROLE_MATERIAIS/ANALISE_DADOS_APLICADA_GESTAO/AULAS/AULA-10-01-10-2026.md,sistema/GESTAO_E_CONTROLE_MATERIAIS/ANALISE_DADOS_APLICADA_GESTAO/AULAS,3716,.md
a7223ebd10521b3db5aa8d81e65101c3fce13571a8bbe04cbf19d4fe8d7bf18a.json,graphify-out/cache/ast/v0.9.47-s2/a7223ebd10521b3db5aa8d81e65101c3fce13571a8bbe04cbf19d4fe8d7bf18a.json,graphify-out/cache/ast/v0.9.47-s2,3712,.json
df9169ef3271c0808d73c88afa9b57435eda9da0bf4d23cb9f137ecafea9b221.json,graphify-out/cache/ast/v0.9.47-s2/df9169ef3271c0808d73c88afa9b57435eda9da0bf4d23cb9f137ecafea9b221.json,graphify-out/cache/ast/v0.9.47-s2,3698,.json
35467137517af6cc890aa61ca0b490b6b4548d3f9b5e259a159724393f43526b.json,graphify-out/cache/ast/v0.9.47-s2/35467137517af6cc890aa61ca0b490b6b4548d3f9b5e259a159724393f43526b.json,graphify-out/cache/ast/v0.9.47-s2,3685,.json
6f1636d71a4800c580ff3ea233bd8b467707a7b4de612b469130dbd6b851aeac.json,graphify-out/cache/ast/v0.9.47-s2/6f1636d71a4800c580ff3ea233bd8b467707a7b4de612b469130dbd6b851aeac.json,graphify-out/cache/ast/v0.9.47-s2,3678,.json
a752935d6d40c91d627abe4c7d7719c1948a3aeb0a1531b86e406f75a30fd667.json,graphify-out/cache/ast/v0.9.47-s2/a752935d6d40c91d627abe4c7d7719c1948a3aeb0a1531b86e406f75a30fd667.json,graphify-out/cache/ast/v0.9.47-s2,3643,.json
GUIA_DA_EQUIPE-06_0ff60131.md,graphify-out/converted/GUIA_DA_EQUIPE-06_0ff60131.md,graphify-out/converted,3643,.md
GUIA_DA_EQUIPE-06_904f0200.md,graphify-out/converted/GUIA_DA_EQUIPE-06_904f0200.md,graphify-out/converted,3643,.md
GUIA_DA_EQUIPE-06_fd72c22a.md,graphify-out/converted/GUIA_DA_EQUIPE-06_fd72c22a.md,graphify-out/converted,3643,.md
AULA-07.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/AULAS/AULA-07.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/AULAS,3640,.md
GOOGLE-DOCS-X-MICROSOFT-WORD-VERSAO-EDITORIAL.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/PLANO-3-AULAS/VERSAO-CODEX/01-COMPARATIVOS/GOOGLE-DOCS-X-MICROSOFT-WORD-VERSAO-EDITORIAL.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/PLANO-3-AULAS/VERSAO-CODEX/01-COMPARATIVOS,3633,.md
backfill-ids.html,sistema/backfill-ids.html,sistema,3615,.html
11d8b78c143afedfd9816b0b5e6aa19a8412d2c62b0c1e5086b3201ff414d380.json,graphify-out/cache/ast/v0.9.47-s2/11d8b78c143afedfd9816b0b5e6aa19a8412d2c62b0c1e5086b3201ff414d380.json,graphify-out/cache/ast/v0.9.47-s2,3608,.json
leitura-plano-3-aulas-fundamentos.md,docs/leitura-plano-3-aulas-fundamentos.md,docs,3607,.md
AULA-05.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/AULAS/AULA-05.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/AULAS,3607,.md
AULA-06-24-09-2026.md,sistema/GESTAO_E_CONTROLE_MATERIAIS/ANALISE_DADOS_APLICADA_GESTAO/AULAS/AULA-06-24-09-2026.md,sistema/GESTAO_E_CONTROLE_MATERIAIS/ANALISE_DADOS_APLICADA_GESTAO/AULAS,3607,.md
ementa_Competencias_Socioemocionais_Empreendedorismo.md,sistema/FICHA-PRODUTO-MAIS-TECH/COMPETENCIAS_SOCIOEMOCIONAIS_E_EMPREENDEDORISMO/ementa_Competencias_Socioemocionais_Empreendedorismo.md,sistema/FICHA-PRODUTO-MAIS-TECH/COMPETENCIAS_SOCIOEMOCIONAIS_E_EMPREENDEDORISMO,3575,.md
autoavaliacao_0f2b849f.md,graphify-out/converted/autoavaliacao_0f2b849f.md,graphify-out/converted,3550,.md
autoavaliacao_3957874e.md,graphify-out/converted/autoavaliacao_3957874e.md,graphify-out/converted,3550,.md
AULA-05-24-09-2026.md,sistema/GESTAO_E_CONTROLE_MATERIAIS/ANALISE_DADOS_APLICADA_GESTAO/AULAS/AULA-05-24-09-2026.md,sistema/GESTAO_E_CONTROLE_MATERIAIS/ANALISE_DADOS_APLICADA_GESTAO/AULAS,3546,.md
AULA-03-22-09-2026.md,sistema/GESTAO_E_CONTROLE_MATERIAIS/ANALISE_DADOS_APLICADA_GESTAO/AULAS/AULA-03-22-09-2026.md,sistema/GESTAO_E_CONTROLE_MATERIAIS/ANALISE_DADOS_APLICADA_GESTAO/AULAS,3519,.md
AULA 03-09-10-2026.md,sistema/TECNICO-INFORMATICA-INTERNET/TESTES DE FRONTEND/AULAS/AULA 03-09-10-2026.md,sistema/TECNICO-INFORMATICA-INTERNET/TESTES DE FRONTEND/AULAS,3505,.md
Checklist Prova Objetiva_2eba911c.md,graphify-out/converted/Checklist Prova Objetiva_2eba911c.md,graphify-out/converted,3500,.md
Checklist Prova Objetiva_3591fc7b.md,graphify-out/converted/Checklist Prova Objetiva_3591fc7b.md,graphify-out/converted,3500,.md
Checklist Prova Objetiva_9406581b.md,graphify-out/converted/Checklist Prova Objetiva_9406581b.md,graphify-out/converted,3500,.md
Checklist Prova Objetiva_bc9be889.md,graphify-out/converted/Checklist Prova Objetiva_bc9be889.md,graphify-out/converted,3500,.md
Checklist Prova Objetiva_9406581b.md,sistema/graphify-out/converted/Checklist Prova Objetiva_9406581b.md,sistema/graphify-out/converted,3500,.md
Checklist Prova Objetiva_bc9be889.md,sistema/graphify-out/converted/Checklist Prova Objetiva_bc9be889.md,sistema/graphify-out/converted,3500,.md
4ba48eb0575038e4a4a83d504d51d1a653ad62e64b631b64c33eb72f75685b20.json,graphify-out/cache/ast/v0.9.47-s2/4ba48eb0575038e4a4a83d504d51d1a653ad62e64b631b64c33eb72f75685b20.json,graphify-out/cache/ast/v0.9.47-s2,3476,.json
Apostila-ANALISE-DADOS-APLICADA-GESTAO_2ce25d4f.md,graphify-out/converted/Apostila-ANALISE-DADOS-APLICADA-GESTAO_2ce25d4f.md,graphify-out/converted,3467,.md
Apostila-ANALISE-DADOS-APLICADA-GESTAO_87a4b633.md,graphify-out/converted/Apostila-ANALISE-DADOS-APLICADA-GESTAO_87a4b633.md,graphify-out/converted,3467,.md
INSTRUCOES_CORRETOR_AUTOMATICO_PROVA_SIMPLES_UC1_TIC.md,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/PROVA_PRATICA/INSTRUCOES_CORRETOR_AUTOMATICO_PROVA_SIMPLES_UC1_TIC.md,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/PROVA_PRATICA,3460,.md
GOOGLE-SHEETS-X-MICROSOFT-EXCEL-VERSAO-EDITORIAL.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/PLANO-3-AULAS/VERSAO-CODEX/01-COMPARATIVOS/GOOGLE-SHEETS-X-MICROSOFT-EXCEL-VERSAO-EDITORIAL.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/PLANO-3-AULAS/VERSAO-CODEX/01-COMPARATIVOS,3442,.md
GOOGLE-SLIDES-X-MICROSOFT-POWERPOINT-VERSAO-EDITORIAL.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/PLANO-3-AULAS/VERSAO-CODEX/01-COMPARATIVOS/GOOGLE-SLIDES-X-MICROSOFT-POWERPOINT-VERSAO-EDITORIAL.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/PLANO-3-AULAS/VERSAO-CODEX/01-COMPARATIVOS,3441,.md
database.json,sistema/PENDENCIAS-PROFESSOR/database.json,sistema/PENDENCIAS-PROFESSOR,3440,.json
f9bcc224731981df4c80b60c906c3aa50771bce4fcb0a4cd1ef3b2452fa0244c.json,graphify-out/cache/ast/v0.9.47-s2/f9bcc224731981df4c80b60c906c3aa50771bce4fcb0a4cd1ef3b2452fa0244c.json,graphify-out/cache/ast/v0.9.47-s2,3400,.json
GABARITO_PROVA_OBJETIVA_UC1_TIC_0a298cde.md,graphify-out/converted/GABARITO_PROVA_OBJETIVA_UC1_TIC_0a298cde.md,graphify-out/converted,3381,.md
GABARITO_PROVA_OBJETIVA_UC1_TIC_0bf7eb36.md,graphify-out/converted/GABARITO_PROVA_OBJETIVA_UC1_TIC_0bf7eb36.md,graphify-out/converted,3381,.md
GABARITO_PROVA_OBJETIVA_UC1_TIC_2951aa1d.md,graphify-out/converted/GABARITO_PROVA_OBJETIVA_UC1_TIC_2951aa1d.md,graphify-out/converted,3381,.md
GABARITO_PROVA_OBJETIVA_UC1_TIC_fb55b73c.md,graphify-out/converted/GABARITO_PROVA_OBJETIVA_UC1_TIC_fb55b73c.md,graphify-out/converted,3381,.md
7348c298a56e60e4928220ef9527e3170fb2d676833d9a74e04caf9540469c73.json,graphify-out/cache/ast/v0.9.47-s2/7348c298a56e60e4928220ef9527e3170fb2d676833d9a74e04caf9540469c73.json,graphify-out/cache/ast/v0.9.47-s2,3379,.json
3485ba07f015a9a409a2df0574f884a07b02f72550246ccc9eb7a9d6f0ea3140.json,graphify-out/cache/ast/v0.9.47-s2/3485ba07f015a9a409a2df0574f884a07b02f72550246ccc9eb7a9d6f0ea3140.json,graphify-out/cache/ast/v0.9.47-s2,3365,.json
cb37848e572e6731a1f13360f46c800172dac59fe18369b5e7ec0efd2b20b352.json,graphify-out/cache/ast/v0.9.47-s2/cb37848e572e6731a1f13360f46c800172dac59fe18369b5e7ec0efd2b20b352.json,graphify-out/cache/ast/v0.9.47-s2,3351,.json
AULA-08.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/AULAS/AULA-08.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/AULAS,3317,.md
AULA-09.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/AULAS/AULA-09.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/AULAS,3283,.md
275af5f1a3d24cba3176397adcee7c54508968f23c6710d4c9bc8596d53b358b.json,graphify-out/cache/ast/v0.9.47-s2/275af5f1a3d24cba3176397adcee7c54508968f23c6710d4c9bc8596d53b358b.json,graphify-out/cache/ast/v0.9.47-s2,3279,.json
stat-index.json,sistema/BANCO_DE_DADOS/graphify-out/cache/stat-index.json,sistema/BANCO_DE_DADOS/graphify-out/cache,3274,.json
GUIA_DA_EQUIPE_3459870d.md,graphify-out/converted/GUIA_DA_EQUIPE_3459870d.md,graphify-out/converted,3249,.md
GUIA_DA_EQUIPE_5de6e4c7.md,graphify-out/converted/GUIA_DA_EQUIPE_5de6e4c7.md,graphify-out/converted,3249,.md
GUIA_DA_EQUIPE_7dad9b68.md,graphify-out/converted/GUIA_DA_EQUIPE_7dad9b68.md,graphify-out/converted,3249,.md
CONTAS-A-CRIAR.csv,E-MAIL-SENAI/LISTAS/CONTAS-A-CRIAR.csv,E-MAIL-SENAI/LISTAS,3231,.csv
d318576d478f0fdb131dcd811e4a0901add30f7637e8bf7dab42008956402404.json,graphify-out/cache/ast/v0.9.47-s2/d318576d478f0fdb131dcd811e4a0901add30f7637e8bf7dab42008956402404.json,graphify-out/cache/ast/v0.9.47-s2,3231,.json
e3cd31a37026818d64f5b9ad7229d1a93bc5f8afb745dd36bd30d1affe66abcd.json,graphify-out/cache/ast/v0.9.47-s2/e3cd31a37026818d64f5b9ad7229d1a93bc5f8afb745dd36bd30d1affe66abcd.json,graphify-out/cache/ast/v0.9.47-s2,3217,.json
6595ad50d3fe5c8748ba13084bc23fb74cf3826ea9793b465bfc3e224071fd11.json,graphify-out/cache/ast/v0.9.47-s2/6595ad50d3fe5c8748ba13084bc23fb74cf3826ea9793b465bfc3e224071fd11.json,graphify-out/cache/ast/v0.9.47-s2,3215,.json
Checklist Prova Prática (2)_9b6dc206.md,graphify-out/converted/Checklist Prova Prática (2)_9b6dc206.md,graphify-out/converted,3215,.md
4f857bbc03845e6fbd09e84fa9e59a03acbdf9b64dedb106d6245c8554397207.json,graphify-out/cache/ast/v0.9.47-s2/4f857bbc03845e6fbd09e84fa9e59a03acbdf9b64dedb106d6245c8554397207.json,graphify-out/cache/ast/v0.9.47-s2,3206,.json
001_criar_tabela_email_contato.sql,E-MAIL-SENAI/scripts/001_criar_tabela_email_contato.sql,E-MAIL-SENAI/scripts,3182,.sql
95c974f574496ff54118e106e17d5b840a5a47a380f6cfaf2e8f077a525d2d73.json,graphify-out/cache/ast/v0.9.47-s2/95c974f574496ff54118e106e17d5b840a5a47a380f6cfaf2e8f077a525d2d73.json,graphify-out/cache/ast/v0.9.47-s2,3168,.json
ementa_Fundamentos_Tecnologia_Programacao.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/ementa_Fundamentos_Tecnologia_Programacao.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO,3163,.md
ATIVIDADE-EXCEL.md,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AULAS/AULA-07-11-08-2026/ATIVIDADE-EXCEL.md,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AULAS/AULA-07-11-08-2026,3156,.md
AULA-06.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/AULAS/AULA-06.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/AULAS,3154,.md
2eafbaee4781e9e29df24c316dfc7c9961416a7d6ada2b2905baaf58f0e76d0c.json,graphify-out/cache/ast/v0.9.47-s2/2eafbaee4781e9e29df24c316dfc7c9961416a7d6ada2b2905baaf58f0e76d0c.json,graphify-out/cache/ast/v0.9.47-s2,3148,.json
Checklist Prova Objetiva (1)_562d9353.md,graphify-out/converted/Checklist Prova Objetiva (1)_562d9353.md,graphify-out/converted,3140,.md
b202b09ea923412b8199d148c8e35e624390b1f15dfba88a59ac7b3dbc0097de.json,graphify-out/cache/ast/v0.9.47-s2/b202b09ea923412b8199d148c8e35e624390b1f15dfba88a59ac7b3dbc0097de.json,graphify-out/cache/ast/v0.9.47-s2,3104,.json
98e8872755dd615f50b039c96a5ed743aa1a7b37dba88936d89f81f0f3f99c9b.json,graphify-out/cache/ast/v0.9.47-s2/98e8872755dd615f50b039c96a5ed743aa1a7b37dba88936d89f81f0f3f99c9b.json,graphify-out/cache/ast/v0.9.47-s2,3081,.json
README.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/PLANO-3-AULAS/VERSAO-CLAUDE/README.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/PLANO-3-AULAS/VERSAO-CLAUDE,3079,.md
README.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/PLANO-3-AULAS/VERSAO-CODEX/README.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/PLANO-3-AULAS/VERSAO-CODEX,3079,.md
AULA-14.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/AULAS/AULA-14.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/AULAS,3062,.md
README.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/PLANO-3-AULAS/VERSAO-CLAUDE/03-MICROSOFT-OFFICE/README.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/PLANO-3-AULAS/VERSAO-CLAUDE/03-MICROSOFT-OFFICE,3062,.md
README.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/PLANO-3-AULAS/VERSAO-CODEX/03-MICROSOFT-OFFICE/README.md,sistema/FICHA-PRODUTO-MAIS-TECH/FUNDAMENTOS_DA_TECNOLOGIA_E_PROGRAMACAO/PLANO-3-AULAS/VERSAO-CODEX/03-MICROSOFT-OFFICE,3062,.md
minhas-pendencias-dashboard.md,docs/minhas-pendencias-dashboard.md,docs,3051,.md
GABARITO_CORRECAO_PROVA_SIMPLES_UC1_TIC.md,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/PROVA_PRATICA/GABARITO_CORRECAO_PROVA_SIMPLES_UC1_TIC.md,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/PROVA_PRATICA,3045,.md
ANALISE_TEMPO_PROVA_SIMPLES.md,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/PROVA_PRATICA/ANALISE_TEMPO_PROVA_SIMPLES.md,sistema/INTRODUCAO_TIC-PRESIDENTE-GETULIO/AVALIACOES_CRIADAS/PROVA_PRATICA,3029,.md
